D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_54_540.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_54_540.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_54_540.jpg, 0, 1, 0, 5.409377
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_54_644.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_54_644.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_54_644.jpg, -0.105381, 1, 0, 6.559477
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_54_746.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_54_746.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_54_746.jpg, -0.08196269, 1, 0, 7.685312
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_54_846.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_54_846.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_54_846.jpg, 0, 1, 0, 8.811831
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_54_949.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_54_949.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_54_949.jpg, -0.2811486, 1, 0, 9.910651
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_052.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_052.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_052.jpg, -0.02023619, 1, 0, 11.0179
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_156.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_156.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_156.jpg, 0, 1, 0, 12.3713
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_259.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_259.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_259.jpg, -0.293013, 1, 0, 13.3316
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_361.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_361.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_361.jpg, -0.01908539, 1, 0, 14.52693
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_464.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_464.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_464.jpg, -0.2822769, 1, 0, 15.3332
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_568.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_568.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_568.jpg, -0.07353085, 1, 0, 16.66384
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_673.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_673.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_673.jpg, -0.2193221, 1, 0, 17.47774
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_776.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_776.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_776.jpg, -0.2474855, 1, 0, 18.7336
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_877.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_877.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_877.jpg, -0.09590545, 1, 0, 19.89433
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_55_978.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_55_978.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_55_978.jpg, -0.3870581, 1, 0, 20.75158
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_081.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_081.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_081.jpg, -0.2326169, 1, 0, 21.81497
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_183.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_183.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_183.jpg, -0.5027738, 1, 0, 22.68444
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_284.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_284.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_284.jpg, -0.1980123, 1, 0, 23.68133
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_386.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_386.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_386.jpg, -0.1953189, 1, 0, 24.64758
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_488.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_488.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_488.jpg, 0, 1, 0, 25.59976
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_593.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_593.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_593.jpg, 0, 1, 0, 26.73447
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_694.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_694.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_694.jpg, 0, 1, 0, 27.6736
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_798.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_798.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_798.jpg, 0, 1, 0, 28.60358
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_56_902.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_56_902.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_56_902.jpg, -0.2963616, 1, 0, 29.47792
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_003.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_003.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_003.jpg, -0.03017308, 1, 0, 30.19231
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_103.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_103.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_103.jpg, -0.1984359, 1, 0, 30.18467
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_208.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_208.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_208.jpg, -0.0512439, 1, 0, 30.19025
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_311.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_311.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_311.jpg, -0.2521578, 1, 0, 30.18051
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_412.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_412.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_412.jpg, -0.1410186, 1, 0, 30.18913
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_514.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_514.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_514.jpg, 0, 1, 0, 30.18993
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_619.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_619.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_619.jpg, -0.224478, 1, 0, 30.18121
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_722.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_722.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_722.jpg, 0, 1, 0, 30.18878
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_824.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_824.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_824.jpg, -0.0840996, 1, 0, 30.18956
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_57_924.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_57_924.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_57_924.jpg, -0.3853134, 1, 0, 30.16258
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_027.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_027.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_027.jpg, -0.6914645, 1, 0, 30.11925
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_129.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_129.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_129.jpg, -0.831079, 1, 0, 30.12004
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_232.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_232.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_232.jpg, -0.5234255, 1, 0, 30.19444
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_338.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_338.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_338.jpg, -0.1559057, 1, 0, 30.19566
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_440.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_440.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_440.jpg, 0, 1, 0, 30.18789
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_541.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_541.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_541.jpg, 0, 1, 0, 30.18909
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_645.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_645.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_645.jpg, 0.2911269, 1, 0, 30.16629
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_748.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_748.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_748.jpg, 0.5833244, 1, 0, 30.12791
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_849.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_849.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_849.jpg, 0.8896176, 1, 0, 30.09883
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_58_950.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_58_950.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_58_950.jpg, 0.6571014, 1, 0, 30.17375
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_052.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_052.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_052.jpg, 0.3732617, 1, 0, 30.20125
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_155.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_155.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_155.jpg, 0.007706625, 1, 0, 30.18567
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_256.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_256.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_256.jpg, 0, 1, 0, 30.19008
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_361.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_361.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_361.jpg, 0, 1, 0, 30.193
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_463.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_463.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_463.jpg, -0.0650889, 1, 0, 30.18866
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_564.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_564.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_564.jpg, -0.354384, 1, 0, 30.16136
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_668.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_668.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_668.jpg, -0.3304897, 1, 0, 30.1743
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_772.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_772.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_772.jpg, -0.386311, 1, 0, 30.1806
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_875.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_875.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_875.jpg, -0.55414, 1, 0, 30.1627
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_51_59_978.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_51_59_978.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_51_59_978.jpg, -0.2449333, 1, 0, 30.19698
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_080.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_080.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_080.jpg, 0, 1, 0, 30.18571
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_184.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_184.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_184.jpg, 0, 1, 0, 30.18911
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_287.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_287.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_287.jpg, 0, 1, 0, 30.19013
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_390.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_390.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_390.jpg, 0, 1, 0, 30.19029
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_495.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_495.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_495.jpg, 0, 1, 0, 30.19031
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_601.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_601.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_601.jpg, -0.2282358, 1, 0, 30.17716
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_707.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_707.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_707.jpg, 0, 1, 0, 30.18948
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_807.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_807.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_807.jpg, 0, 1, 0, 30.19025
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_00_908.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_00_908.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_00_908.jpg, -0.2858628, 1, 0, 30.1727
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_012.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_012.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_012.jpg, -0.10059, 1, 0, 30.1909
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_113.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_113.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_113.jpg, -0.314166, 1, 0, 30.17955
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_218.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_218.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_218.jpg, -0.4032489, 1, 0, 30.17111
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_321.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_321.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_321.jpg, -0.1128867, 1, 0, 30.19282
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_424.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_424.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_424.jpg, 0, 1, 0, 30.18947
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_524.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_524.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_524.jpg, 0, 1, 0, 30.1902
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_628.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_628.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_628.jpg, 0, 1, 0, 30.19027
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_729.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_729.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_729.jpg, 0, 1, 0, 30.19028
D:\Downloads\simulator-windows-64\Ans0001\IMG\center_2020_10_23_22_52_01_833.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\left_2020_10_23_22_52_01_833.jpg, D:\Downloads\simulator-windows-64\Ans0001\IMG\right_2020_10_23_22_52_01_833.jpg, 0, 1, 0, 30.1903
